latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
10.579965,122.61905,157.0,28800,Asia/Manila,GMT+8

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),wind_speed_10m (m/s),wind_direction_10m (°)
2023-07-03T02:00,24.9,92,0.00,2.83,8
2023-07-03T03:00,24.8,95,0.10,4.37,16
2023-07-03T04:00,24.1,97,0.00,3.61,3
2023-07-03T05:00,23.9,98,0.00,3.52,353
2023-07-03T06:00,24.2,98,0.00,3.70,2
2023-07-03T07:00,25.9,91,0.00,4.46,9
2023-07-03T08:00,27.4,88,0.00,5.02,6
2023-07-03T09:00,28.6,85,0.30,4.40,17
2023-07-03T10:00,29.0,81,5.10,4.79,26
2023-07-03T11:00,28.7,79,1.50,5.17,41
2023-07-03T12:00,28.5,84,0.10,5.15,18
2023-07-03T13:00,28.4,80,4.10,5.48,38
2023-07-03T14:00,28.8,81,1.20,5.77,28
2023-07-03T15:00,28.5,81,0.20,5.08,36
2023-07-03T16:00,28.3,79,0.80,4.24,34
2023-07-03T17:00,27.8,84,0.20,3.91,32
2023-07-03T18:00,27.3,87,0.00,3.36,23
2023-07-03T19:00,27.0,88,0.00,3.20,14
2023-07-03T20:00,25.1,94,6.80,3.60,358
2023-07-03T21:00,24.9,94,2.10,3.96,21
2023-07-03T22:00,25.0,96,2.40,3.20,358
2023-07-03T23:00,24.6,97,0.00,3.73,352
2023-07-04T00:00,24.3,97,0.00,4.21,356
2023-07-04T01:00,24.3,96,0.00,4.03,353
2023-07-04T02:00,24.1,96,0.00,3.62,354
2023-07-04T03:00,24.0,96,0.00,3.28,348
2023-07-04T04:00,24.1,96,0.00,2.83,352
2023-07-04T05:00,24.0,96,0.00,2.60,358
2023-07-04T06:00,24.3,94,0.00,3.30,360
2023-07-04T07:00,26.0,89,0.00,3.34,9
2023-07-04T08:00,27.6,84,0.00,3.31,5
2023-07-04T09:00,29.0,77,0.00,3.23,22
2023-07-04T10:00,29.9,72,0.00,2.51,23
2023-07-04T11:00,30.6,68,0.10,1.94,35
2023-07-04T12:00,30.9,67,0.10,2.19,24
2023-07-04T13:00,30.7,69,0.10,3.00,30
2023-07-04T14:00,30.9,68,0.00,3.08,36
2023-07-04T15:00,30.5,67,0.30,3.47,46
2023-07-04T16:00,29.2,75,1.00,1.80,34
2023-07-04T17:00,28.4,78,0.00,1.06,41
2023-07-04T18:00,25.4,90,4.30,3.20,219
2023-07-04T19:00,24.1,91,2.80,1.21,204
2023-07-04T20:00,24.1,97,0.10,2.32,173
2023-07-04T21:00,24.8,95,0.30,2.05,223
2023-07-04T22:00,24.5,97,0.10,0.28,315
2023-07-04T23:00,24.0,100,0.00,0.42,45
2023-07-05T00:00,23.7,100,0.00,0.50,307
2023-07-05T01:00,23.6,100,0.00,1.81,186
2023-07-05T02:00,23.4,100,0.00,0.51,191
2023-07-05T03:00,23.1,100,0.00,0.41,284
2023-07-05T04:00,23.2,100,0.00,0.61,261
2023-07-05T05:00,23.1,100,0.00,0.60,360
2023-07-05T06:00,23.4,98,0.00,1.03,331
2023-07-05T07:00,25.0,94,0.00,1.40,356
2023-07-05T08:00,26.0,89,0.00,1.30,32
2023-07-05T09:00,27.5,86,0.00,2.27,41
2023-07-05T10:00,29.0,79,0.00,3.82,43
2023-07-05T11:00,29.4,76,0.00,3.98,39
2023-07-05T12:00,29.5,74,0.00,4.39,41
2023-07-05T13:00,29.5,73,0.00,3.94,36
2023-07-05T14:00,29.2,77,0.00,3.94,30
2023-07-05T15:00,28.8,80,0.00,3.88,35
2023-07-05T16:00,28.2,83,0.00,3.13,27
2023-07-05T17:00,27.6,87,0.00,2.31,5
2023-07-05T18:00,26.7,91,0.00,2.43,351
2023-07-05T19:00,26.1,92,0.10,2.67,13
2023-07-05T20:00,26.0,86,0.10,2.01,27
2023-07-05T21:00,26.2,86,0.00,1.92,9
2023-07-05T22:00,26.0,90,0.40,2.33,350
2023-07-05T23:00,25.5,92,0.00,2.47,339
2023-07-06T00:00,25.0,94,0.20,2.37,332
2023-07-06T01:00,24.6,94,0.00,2.60,337
2023-07-06T02:00,24.2,95,0.00,2.53,342
2023-07-06T03:00,23.9,95,0.00,2.31,342
2023-07-06T04:00,23.5,94,0.00,2.38,338
2023-07-06T05:00,23.5,92,0.00,2.47,346
2023-07-06T06:00,23.8,91,0.00,2.67,347
2023-07-06T07:00,25.5,88,0.00,2.86,348
2023-07-06T08:00,28.1,80,0.00,2.57,347
2023-07-06T09:00,29.2,76,0.00,3.00,2
2023-07-06T10:00,30.3,70,0.10,2.60,23
2023-07-06T11:00,30.9,67,0.10,2.33,25
2023-07-06T12:00,31.1,67,0.10,1.72,54
2023-07-06T13:00,30.0,71,1.30,1.35,42
2023-07-06T14:00,30.2,68,0.00,0.57,45
2023-07-06T15:00,29.7,72,1.70,1.56,40
2023-07-06T16:00,28.9,76,1.10,1.04,17
2023-07-06T17:00,28.1,80,0.00,1.52,23
2023-07-06T18:00,27.1,87,0.00,1.46,74
2023-07-06T19:00,26.3,92,0.00,0.86,36
2023-07-06T20:00,26.4,94,0.00,0.94,32
2023-07-06T21:00,26.4,95,0.00,0.45,333
2023-07-06T22:00,26.0,95,0.00,1.84,331
2023-07-06T23:00,25.6,95,0.00,2.59,332
2023-07-07T00:00,25.1,95,0.00,1.90,342
2023-07-07T01:00,24.8,94,0.00,1.94,348
2023-07-07T02:00,24.9,92,0.00,1.80,3
2023-07-07T03:00,25.0,94,0.00,2.20,39
2023-07-07T04:00,24.8,96,0.00,1.58,18
2023-07-07T05:00,24.6,98,0.00,1.80,360
2023-07-07T06:00,24.6,99,0.00,2.62,7
2023-07-07T07:00,26.3,90,0.00,2.97,20
2023-07-07T08:00,26.5,87,0.00,2.72,107
2023-07-07T09:00,26.3,88,0.10,1.63,191
2023-07-07T10:00,27.5,84,0.00,1.41,135
2023-07-07T11:00,29.3,76,0.10,1.42,39
2023-07-07T12:00,30.6,70,0.00,1.61,7
2023-07-07T13:00,31.1,69,0.00,1.17,20
2023-07-07T14:00,30.2,74,0.00,0.40,90
2023-07-07T15:00,29.9,77,0.20,0.40,360
2023-07-07T16:00,27.9,85,3.80,1.14,195
2023-07-07T17:00,26.0,88,6.50,1.70,50
2023-07-07T18:00,25.4,91,0.10,0.67,27
2023-07-07T19:00,25.0,96,0.00,0.30,360
2023-07-07T20:00,25.1,98,0.00,2.91,106
2023-07-07T21:00,25.5,94,0.10,0.73,74
2023-07-07T22:00,25.0,98,0.00,1.06,311
2023-07-07T23:00,24.9,96,0.00,1.22,9
2023-07-08T00:00,24.8,96,0.00,1.41,352
2023-07-08T01:00,24.6,96,0.00,1.30,337
2023-07-08T02:00,24.3,96,0.00,1.35,312
2023-07-08T03:00,24.2,94,0.00,2.01,333
2023-07-08T04:00,24.0,95,0.00,1.33,347
2023-07-08T05:00,23.8,97,0.00,1.46,16
2023-07-08T06:00,24.4,97,0.00,1.80,19
2023-07-08T07:00,26.5,92,0.00,2.33,25
2023-07-08T08:00,28.2,83,0.10,3.52,35
2023-07-08T09:00,29.1,79,0.00,3.66,35
2023-07-08T10:00,29.9,73,0.00,3.88,35
2023-07-08T11:00,30.4,71,0.00,3.78,37
2023-07-08T12:00,30.5,71,0.00,4.04,42
2023-07-08T13:00,30.8,70,0.00,4.14,37
2023-07-08T14:00,30.8,69,0.00,4.04,42
2023-07-08T15:00,30.5,70,0.00,3.75,44
2023-07-08T16:00,29.8,72,0.00,2.91,49
2023-07-08T17:00,29.3,75,0.00,2.00,323
2023-07-08T18:00,27.5,84,0.00,1.88,295
2023-07-08T19:00,26.0,88,0.00,2.10,295
2023-07-08T20:00,25.2,93,0.00,0.76,247
2023-07-08T21:00,25.1,93,0.00,0.51,259
2023-07-08T22:00,24.9,96,0.00,1.30,157
2023-07-08T23:00,24.9,97,0.00,1.42,141
2023-07-09T00:00,24.9,97,0.00,0.14,315
2023-07-09T01:00,24.2,98,0.00,2.20,330
2023-07-09T02:00,24.2,92,0.40,3.41,3
2023-07-09T03:00,23.7,95,1.80,2.62,7
2023-07-09T04:00,23.9,94,0.00,1.84,347
2023-07-09T05:00,23.8,94,0.00,1.60,4
2023-07-09T06:00,24.0,92,0.00,1.73,350
2023-07-09T07:00,25.5,90,0.00,1.17,329
2023-07-09T08:00,26.2,91,0.00,1.92,152
2023-07-09T09:00,27.1,88,0.20,1.87,164
2023-07-09T10:00,27.5,84,0.30,2.34,160
2023-07-09T11:00,27.3,85,0.10,1.61,173
2023-07-09T12:00,28.0,82,0.20,1.42,321
2023-07-09T13:00,28.5,82,0.50,1.46,254
2023-07-09T14:00,28.0,82,3.20,1.43,245
2023-07-09T15:00,27.0,83,3.90,1.94,305
2023-07-09T16:00,27.1,83,0.00,1.39,291
2023-07-09T17:00,27.2,83,0.00,0.61,279
2023-07-09T18:00,26.6,89,0.00,0.61,189
2023-07-09T19:00,25.7,91,0.40,0.54,112
2023-07-09T20:00,25.4,94,0.10,1.39,150
2023-07-09T21:00,24.6,97,3.10,1.61,210
2023-07-09T22:00,24.5,98,0.00,2.06,194
2023-07-09T23:00,24.2,99,0.00,0.92,229
2023-07-10T00:00,24.1,100,0.00,0.94,238
2023-07-10T01:00,23.8,100,0.00,0.70,180
2023-07-10T02:00,23.8,100,0.00,0.86,216
2023-07-10T03:00,23.5,100,0.00,1.14,255
2023-07-10T04:00,23.6,100,0.00,0.85,291
2023-07-10T05:00,23.4,100,0.00,0.72,326
2023-07-10T06:00,23.5,100,0.00,0.10,360
2023-07-10T07:00,25.5,96,0.00,0.95,72
2023-07-10T08:00,27.2,88,0.00,1.42,39
2023-07-10T09:00,28.2,81,0.20,2.06,29
2023-07-10T10:00,28.7,79,0.20,2.01,27
2023-07-10T11:00,29.5,77,0.40,2.28,23
2023-07-10T12:00,29.0,78,5.60,3.20,39
2023-07-10T13:00,28.2,82,0.80,2.34,20
2023-07-10T14:00,27.8,84,0.20,1.66,335
2023-07-10T15:00,28.2,82,0.30,1.53,11
2023-07-10T16:00,27.7,84,0.30,1.64,322
2023-07-10T17:00,27.3,85,0.40,1.30,266
2023-07-10T18:00,25.6,90,4.90,0.36,304
2023-07-10T19:00,25.1,93,0.00,1.77,106
2023-07-10T20:00,24.4,91,0.00,2.64,29
2023-07-10T21:00,24.6,94,1.50,1.50,127
2023-07-10T22:00,24.5,96,0.00,0.92,131
2023-07-10T23:00,24.0,99,0.00,0.50,233
2023-07-11T00:00,23.8,100,0.00,1.06,229
2023-07-11T01:00,23.5,100,0.00,0.50,233
2023-07-11T02:00,23.2,100,0.00,0.10,270
2023-07-11T03:00,23.1,100,0.00,0.57,225
2023-07-11T04:00,23.0,100,0.00,0.99,225
2023-07-11T05:00,23.1,100,0.00,0.76,247
2023-07-11T06:00,23.2,100,0.00,0.61,279
2023-07-11T07:00,25.2,97,0.00,0.60,270
2023-07-11T08:00,27.6,88,0.00,1.12,117
2023-07-11T09:00,29.2,80,0.10,0.86,126
2023-07-11T10:00,29.5,80,0.10,1.35,42
2023-07-11T11:00,28.2,83,5.80,2.02,9
2023-07-11T12:00,29.8,78,0.20,0.51,349
2023-07-11T13:00,29.5,81,0.30,1.30,247
2023-07-11T14:00,28.9,78,3.10,2.56,239
2023-07-11T15:00,27.9,83,2.70,2.82,264
2023-07-11T16:00,27.9,86,0.30,2.92,264
2023-07-11T17:00,27.1,86,2.60,2.33,239
2023-07-11T18:00,26.9,91,0.00,0.85,249
2023-07-11T19:00,26.0,95,0.10,1.25,209
2023-07-11T20:00,26.0,95,0.10,1.12,170
2023-07-11T21:00,26.0,96,0.00,2.59,152
2023-07-11T22:00,25.2,96,0.00,3.72,186
2023-07-11T23:00,24.9,96,0.00,3.40,204
2023-07-12T00:00,24.6,98,0.00,2.34,200
2023-07-12T01:00,24.9,97,0.00,3.16,215
2023-07-12T02:00,25.5,93,0.00,2.73,204
2023-07-12T03:00,25.3,95,0.00,2.73,204
2023-07-12T04:00,25.4,92,0.00,4.49,212
2023-07-12T05:00,25.1,93,0.00,3.11,213
2023-07-12T06:00,25.5,92,0.00,3.68,223
2023-07-12T07:00,26.9,87,0.00,3.97,229
2023-07-12T08:00,28.8,75,0.10,4.28,233
2023-07-12T09:00,27.1,83,2.10,5.08,216
2023-07-12T10:00,28.5,80,0.20,4.24,223
2023-07-12T11:00,27.6,83,5.70,4.92,232
2023-07-12T12:00,28.0,83,5.60,4.89,239
2023-07-12T13:00,27.4,85,0.60,5.06,240
2023-07-12T14:00,27.7,84,1.10,6.16,238
2023-07-12T15:00,27.6,82,0.20,6.07,237
2023-07-12T16:00,26.2,86,1.50,5.82,235
2023-07-12T17:00,26.5,88,0.20,4.39,229
2023-07-12T18:00,25.8,91,0.50,4.31,226
2023-07-12T19:00,25.2,93,0.30,4.11,221
2023-07-12T20:00,25.3,92,0.20,4.03,226
2023-07-12T21:00,25.0,93,0.10,4.20,218
2023-07-12T22:00,25.2,93,0.20,3.98,219
2023-07-12T23:00,25.3,93,0.10,3.76,220
2023-07-13T00:00,25.2,94,0.30,3.39,225
2023-07-13T01:00,24.9,93,1.00,4.81,225
2023-07-13T02:00,24.8,93,0.60,3.82,223
2023-07-13T03:00,24.2,95,1.00,3.91,220
2023-07-13T04:00,24.2,94,1.20,4.53,227
2023-07-13T05:00,24.8,95,1.40,3.33,237
2023-07-13T06:00,24.9,94,0.40,2.98,220
2023-07-13T07:00,24.6,94,1.70,5.02,223
2023-07-13T08:00,25.6,88,1.10,4.83,214
2023-07-13T09:00,25.7,92,0.40,3.97,214
2023-07-13T10:00,26.4,89,0.40,4.82,222
2023-07-13T11:00,26.1,87,3.20,5.16,224
2023-07-13T12:00,25.9,90,1.50,4.90,219
2023-07-13T13:00,25.9,90,1.50,5.09,227
2023-07-13T14:00,26.9,87,0.50,5.58,237
2023-07-13T15:00,26.4,89,0.40,5.39,220
2023-07-13T16:00,26.4,87,0.70,5.72,216
2023-07-13T17:00,24.8,93,2.30,4.47,220
2023-07-13T18:00,24.3,94,1.00,5.52,226
2023-07-13T19:00,24.8,93,1.40,3.83,229
2023-07-13T20:00,24.3,93,0.50,3.33,229
2023-07-13T21:00,24.9,91,0.10,4.02,215
2023-07-13T22:00,24.7,94,0.10,4.97,205
2023-07-13T23:00,24.5,94,0.40,4.80,216
2023-07-14T00:00,24.5,93,0.80,4.31,224
2023-07-14T01:00,24.2,94,2.20,4.95,225
2023-07-14T02:00,24.3,94,1.00,4.46,228
2023-07-14T03:00,24.6,94,0.70,5.45,227
2023-07-14T04:00,24.8,94,0.50,5.08,216
2023-07-14T05:00,24.5,94,0.70,4.53,227
2023-07-14T06:00,24.6,92,0.50,4.68,222
2023-07-14T07:00,24.9,93,1.50,4.99,213
2023-07-14T08:00,25.6,89,1.10,5.83,219
2023-07-14T09:00,26.5,89,1.00,6.16,216
2023-07-14T10:00,26.5,89,2.80,7.05,215
2023-07-14T11:00,25.5,91,3.50,7.09,220
2023-07-14T12:00,25.3,92,2.60,7.43,223
2023-07-14T13:00,26.0,93,1.10,6.94,223
2023-07-14T14:00,27.1,88,0.80,6.65,224
2023-07-14T15:00,26.2,92,2.50,6.29,226
2023-07-14T16:00,27.1,86,0.10,5.95,229
2023-07-14T17:00,26.9,87,0.50,5.46,221
2023-07-14T18:00,26.7,86,0.20,4.76,219
2023-07-14T19:00,26.5,85,0.00,4.36,212
2023-07-14T20:00,26.1,85,0.00,4.74,228
2023-07-14T21:00,26.3,83,0.20,4.29,208
2023-07-14T22:00,24.2,94,2.00,4.74,224
2023-07-14T23:00,25.0,90,0.30,5.42,218
2023-07-15T00:00,25.0,93,0.20,5.04,219
2023-07-15T01:00,24.7,94,1.00,5.54,219
2023-07-15T02:00,24.6,93,1.00,6.37,228
2023-07-15T03:00,24.3,96,1.00,6.44,224
2023-07-15T04:00,24.4,95,1.90,6.44,228
2023-07-15T05:00,24.5,94,3.80,6.22,233
2023-07-15T06:00,24.9,94,1.20,6.44,224
2023-07-15T07:00,24.5,93,1.60,6.29,226
2023-07-15T08:00,26.6,85,0.80,6.55,236
2023-07-15T09:00,28.4,82,0.40,7.09,230
2023-07-15T10:00,29.1,73,0.50,8.87,230
2023-07-15T11:00,29.1,74,0.40,8.95,230
2023-07-15T12:00,28.8,74,0.50,9.23,240
2023-07-15T13:00,28.4,74,0.50,9.92,233
2023-07-15T14:00,28.0,76,1.10,8.13,225
2023-07-15T15:00,27.8,82,0.00,8.12,218
2023-07-15T16:00,27.7,82,0.10,7.17,220
2023-07-15T17:00,26.7,86,0.20,6.73,222
2023-07-15T18:00,26.8,82,0.50,5.83,211
2023-07-15T19:00,26.2,87,0.50,5.32,208
2023-07-15T20:00,25.6,87,0.20,5.59,209
2023-07-15T21:00,24.9,92,0.80,5.66,212
2023-07-15T22:00,24.5,93,3.10,5.31,227
2023-07-15T23:00,25.1,94,0.40,5.45,224
2023-07-16T00:00,24.9,93,0.60,5.52,226
2023-07-16T01:00,25.2,91,0.60,4.91,213
2023-07-16T02:00,25.1,91,1.30,5.13,213
2023-07-16T03:00,24.2,96,3.00,5.25,220
2023-07-16T04:00,24.5,93,1.00,4.12,209
2023-07-16T05:00,24.5,95,0.40,5.14,217
2023-07-16T06:00,24.4,94,0.40,4.96,214
2023-07-16T07:00,25.2,91,0.60,4.80,211
2023-07-16T08:00,26.9,82,0.50,5.95,207
2023-07-16T09:00,27.7,76,0.50,8.17,220
2023-07-16T10:00,27.4,82,1.00,7.19,212
2023-07-16T11:00,28.0,82,0.10,7.38,205
2023-07-16T12:00,28.5,80,0.30,7.48,203
2023-07-16T13:00,27.0,81,0.90,9.01,220
2023-07-16T14:00,27.5,81,0.40,8.47,210
2023-07-16T15:00,26.9,82,0.50,8.30,221
2023-07-16T16:00,26.5,86,1.90,7.25,219
2023-07-16T17:00,26.2,86,0.30,6.06,218
2023-07-16T18:00,25.5,88,1.00,5.66,216
2023-07-16T19:00,26.0,92,0.30,4.89,211
2023-07-16T20:00,26.2,82,0.10,5.88,222
2023-07-16T21:00,26.2,81,0.00,6.01,226
2023-07-16T22:00,26.5,82,0.00,5.40,219
2023-07-16T23:00,26.2,84,0.00,5.11,211
2023-07-17T00:00,26.1,84,0.10,4.72,212
2023-07-17T01:00,25.8,81,0.10,4.20,205
2023-07-17T02:00,26.0,82,0.00,3.89,209
2023-07-17T03:00,25.6,81,0.00,3.72,216
2023-07-17T04:00,25.4,83,0.00,3.38,214
2023-07-17T05:00,25.4,86,0.00,3.33,213
2023-07-17T06:00,25.2,89,0.10,3.68,202
2023-07-17T07:00,27.0,83,0.00,3.98,198
2023-07-17T08:00,27.6,81,0.10,5.19,199
2023-07-17T09:00,28.6,78,0.10,4.66,195
2023-07-17T10:00,28.5,78,0.20,4.15,195
2023-07-17T11:00,28.3,76,0.20,5.15,209
2023-07-17T12:00,29.1,72,0.20,5.94,213
2023-07-17T13:00,28.8,74,0.50,6.39,220
2023-07-17T14:00,28.6,74,0.50,5.95,221
2023-07-17T15:00,28.5,78,0.00,5.32,221
2023-07-17T16:00,28.5,77,0.00,4.95,223
2023-07-17T17:00,28.1,78,0.00,3.54,223
2023-07-17T18:00,27.2,82,0.90,2.42,210
2023-07-17T19:00,26.2,86,0.00,1.75,193
2023-07-17T20:00,25.3,93,0.10,1.84,209
2023-07-17T21:00,25.4,91,0.00,1.70,230
2023-07-17T22:00,25.2,91,0.20,2.04,259
2023-07-17T23:00,25.2,91,0.00,1.92,261
2023-07-18T00:00,25.1,91,0.00,1.80,251
2023-07-18T01:00,25.4,89,0.00,1.98,221
2023-07-18T02:00,25.2,89,0.00,2.97,222
2023-07-18T03:00,24.8,93,0.00,1.80,236
2023-07-18T04:00,24.6,93,0.00,2.06,247
2023-07-18T05:00,24.2,96,0.00,1.30,203
2023-07-18T06:00,24.5,95,0.00,1.90,180
2023-07-18T07:00,26.5,90,0.00,2.18,196
2023-07-18T08:00,26.6,88,0.10,2.70,182
2023-07-18T09:00,28.0,83,0.00,2.40,197
2023-07-18T10:00,29.4,75,0.10,3.16,215
2023-07-18T11:00,29.9,72,0.10,3.11,228
2023-07-18T12:00,30.4,70,0.00,3.14,233
2023-07-18T13:00,30.5,65,0.10,3.55,248
2023-07-18T14:00,30.2,65,0.30,3.90,247
2023-07-18T15:00,29.6,72,0.40,3.81,240
2023-07-18T16:00,28.9,74,0.90,3.71,243
2023-07-18T17:00,27.6,82,1.00,3.28,232
2023-07-18T18:00,26.6,85,0.10,3.67,244
2023-07-18T19:00,25.5,89,0.10,4.22,239
2023-07-18T20:00,25.2,91,0.00,3.10,249
2023-07-18T21:00,25.4,91,0.00,2.50,233
2023-07-18T22:00,25.1,93,0.00,2.06,219
2023-07-18T23:00,25.0,94,0.00,1.84,225
2023-07-19T00:00,24.5,96,0.00,1.49,222
2023-07-19T01:00,24.5,96,0.00,1.50,233
2023-07-19T02:00,24.4,96,0.00,1.27,225
2023-07-19T03:00,24.1,96,0.00,1.42,219
2023-07-19T04:00,24.1,96,0.00,1.39,210
2023-07-19T05:00,23.9,96,0.00,1.70,220
2023-07-19T06:00,24.4,94,0.00,1.17,211
2023-07-19T07:00,26.3,89,0.00,1.30,238
2023-07-19T08:00,28.0,79,0.00,1.30,266
2023-07-19T09:00,28.8,76,0.00,1.14,232
2023-07-19T10:00,28.3,76,0.70,1.27,225
2023-07-19T11:00,28.4,75,0.10,1.14,218
2023-07-19T12:00,27.2,78,2.70,1.70,183
2023-07-19T13:00,25.4,91,2.00,3.69,221
2023-07-19T14:00,25.0,93,3.60,2.06,309
2023-07-19T15:00,25.0,92,1.70,1.72,324
2023-07-19T16:00,24.8,92,1.50,0.85,315
2023-07-19T17:00,24.9,93,0.60,0.41,346
2023-07-19T18:00,24.5,94,0.70,0.81,30
2023-07-19T19:00,24.2,97,0.60,0.95,108
2023-07-19T20:00,24.9,96,0.40,0.70,270
2023-07-19T21:00,24.9,96,0.40,0.91,186
2023-07-19T22:00,24.6,98,0.60,1.61,210
2023-07-19T23:00,24.5,98,0.10,2.06,203
2023-07-20T00:00,24.4,96,0.10,2.25,201
2023-07-20T01:00,24.3,96,0.00,1.17,211
2023-07-20T02:00,24.2,97,0.00,1.53,238
2023-07-20T03:00,24.2,98,0.00,1.17,211
2023-07-20T04:00,24.5,97,0.20,1.52,203
2023-07-20T05:00,24.0,96,2.20,1.58,215
2023-07-20T06:00,24.0,97,0.30,1.71,173
2023-07-20T07:00,25.6,94,0.00,1.56,140
2023-07-20T08:00,27.2,82,0.00,2.00,180
2023-07-20T09:00,28.1,82,0.20,2.90,178
2023-07-20T10:00,28.5,79,0.20,3.73,200
2023-07-20T11:00,27.5,84,1.50,3.40,223
2023-07-20T12:00,28.6,81,0.30,3.76,230
2023-07-20T13:00,27.4,84,0.60,4.29,242
2023-07-20T14:00,27.6,84,0.30,4.03,256
2023-07-20T15:00,27.4,81,0.30,3.35,260
2023-07-20T16:00,26.5,85,0.00,2.67,257
2023-07-20T17:00,26.2,86,0.00,2.42,246
2023-07-20T18:00,25.9,88,0.00,2.20,231
2023-07-20T19:00,25.1,92,0.00,1.35,228
2023-07-20T20:00,24.7,96,0.00,1.39,240
2023-07-20T21:00,24.9,96,0.10,1.00,270
2023-07-20T22:00,24.3,100,0.00,0.63,288
2023-07-20T23:00,23.9,100,0.00,0.67,153
2023-07-21T00:00,24.0,99,0.00,1.30,180
2023-07-21T01:00,24.2,98,0.00,2.53,198
2023-07-21T02:00,24.0,98,0.00,2.42,210
2023-07-21T03:00,24.0,97,0.00,1.75,204
2023-07-21T04:00,24.1,97,0.00,1.98,225
2023-07-21T05:00,24.0,96,0.00,2.22,216
2023-07-21T06:00,24.2,95,0.00,2.25,212
2023-07-21T07:00,26.0,91,0.00,2.56,211
2023-07-21T08:00,26.7,84,0.00,3.09,205
2023-07-21T09:00,27.5,83,0.30,3.19,212
2023-07-21T10:00,28.2,81,0.00,3.78,217
2023-07-21T11:00,28.7,80,0.00,3.47,226
2023-07-21T12:00,29.7,77,0.00,3.04,224
2023-07-21T13:00,29.6,77,0.00,3.75,226
2023-07-21T14:00,28.9,79,0.20,4.66,235
2023-07-21T15:00,29.0,80,0.10,4.38,235
2023-07-21T16:00,28.0,81,1.50,3.47,237
2023-07-21T17:00,27.4,80,0.50,3.50,239
2023-07-21T18:00,26.6,85,0.00,2.69,239
2023-07-21T19:00,25.6,88,0.00,4.31,226
2023-07-21T20:00,24.9,95,0.00,2.33,211
2023-07-21T21:00,25.1,94,0.10,2.56,219
2023-07-21T22:00,25.0,95,0.10,1.91,223
2023-07-21T23:00,25.0,95,0.10,2.44,235
2023-07-22T00:00,24.9,94,0.10,3.14,211
2023-07-22T01:00,24.4,96,0.40,3.22,216
2023-07-22T02:00,24.5,95,0.20,2.26,225
2023-07-22T03:00,24.6,94,0.20,2.55,222
2023-07-22T04:00,24.6,94,0.10,2.28,218
2023-07-22T05:00,24.0,96,4.10,2.97,222
2023-07-22T06:00,24.4,95,0.50,3.69,237
2023-07-22T07:00,24.9,94,0.50,3.11,228
2023-07-22T08:00,25.8,91,0.20,4.12,231
2023-07-22T09:00,25.9,92,0.40,4.31,224
2023-07-22T10:00,26.3,90,0.90,3.96,227
2023-07-22T11:00,26.6,86,1.20,4.43,242
2023-07-22T12:00,26.9,87,1.60,4.92,243
2023-07-22T13:00,26.5,89,1.40,5.76,250
2023-07-22T14:00,26.7,90,1.10,4.84,240
2023-07-22T15:00,26.2,91,0.90,4.48,241
2023-07-22T16:00,26.6,90,0.60,4.00,233
2023-07-22T17:00,26.0,91,0.20,4.44,216
2023-07-22T18:00,25.9,91,0.00,4.24,214
2023-07-22T19:00,25.6,91,0.00,4.53,221
2023-07-22T20:00,25.8,92,0.00,3.54,225
2023-07-22T21:00,25.8,93,0.00,3.35,243
2023-07-22T22:00,25.5,94,0.00,2.34,250
2023-07-22T23:00,25.2,95,0.00,2.25,249
2023-07-23T00:00,25.4,93,0.00,2.80,235
2023-07-23T01:00,25.4,93,0.00,4.05,230
2023-07-23T02:00,25.4,93,0.00,4.61,229
2023-07-23T03:00,25.5,93,0.00,4.44,239
2023-07-23T04:00,25.5,93,0.00,4.27,237
2023-07-23T05:00,25.5,92,0.00,3.77,238
2023-07-23T06:00,25.6,91,0.00,3.14,239
2023-07-23T07:00,26.0,90,0.10,3.41,238
2023-07-23T08:00,28.0,82,0.00,4.54,256
2023-07-23T09:00,28.0,81,0.00,5.04,256
2023-07-23T10:00,28.8,77,0.00,5.99,255
2023-07-23T11:00,28.5,78,0.70,5.86,243
2023-07-23T12:00,27.2,87,0.20,5.33,240
2023-07-23T13:00,28.5,80,0.20,6.65,249
2023-07-23T14:00,27.8,83,0.10,7.02,253
2023-07-23T15:00,27.3,84,0.40,6.48,257
2023-07-23T16:00,26.5,88,0.60,5.41,251
2023-07-23T17:00,26.6,89,0.40,5.11,247
2023-07-23T18:00,26.2,89,0.10,5.85,250
2023-07-23T19:00,25.4,89,0.10,6.61,260
2023-07-23T20:00,25.2,91,0.30,6.71,253
2023-07-23T21:00,24.9,92,2.40,6.65,254
2023-07-23T22:00,25.1,92,1.20,5.75,257
2023-07-23T23:00,25.1,93,2.40,5.87,247
2023-07-24T00:00,25.3,91,0.80,5.85,253
2023-07-24T01:00,25.1,91,0.50,6.77,251
2023-07-24T02:00,24.9,93,0.60,6.07,253
2023-07-24T03:00,25.2,91,0.20,5.65,257
2023-07-24T04:00,25.5,90,0.10,5.81,259
2023-07-24T05:00,25.3,90,0.10,6.26,253
2023-07-24T06:00,25.4,90,0.10,5.24,257
2023-07-24T07:00,25.5,90,0.30,5.89,249
2023-07-24T08:00,24.9,91,0.50,6.09,256
2023-07-24T09:00,25.8,92,0.80,6.72,255
2023-07-24T10:00,26.1,89,1.30,7.65,253
