latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
10.579965,122.61905,157.0,28800,Asia/Manila,GMT+8

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),wind_speed_10m (m/s),wind_direction_10m (°)
2022-10-13T02:00,25.0,93,0.00,2.33,205
2022-10-13T03:00,25.0,94,0.00,2.13,221
2022-10-13T04:00,24.9,94,0.10,1.86,234
2022-10-13T05:00,24.7,94,0.30,3.33,221
2022-10-13T06:00,24.5,93,0.40,1.97,210
2022-10-13T07:00,25.8,89,0.00,4.12,209
2022-10-13T08:00,27.4,84,0.00,4.33,220
2022-10-13T09:00,28.1,81,0.40,4.38,225
2022-10-13T10:00,28.7,81,0.10,4.47,230
2022-10-13T11:00,29.1,78,0.10,4.83,230
2022-10-13T12:00,29.1,80,0.40,4.62,231
2022-10-13T13:00,28.6,78,0.90,4.86,233
2022-10-13T14:00,28.3,83,1.20,4.70,243
2022-10-13T15:00,28.0,84,1.40,4.30,234
2022-10-13T16:00,27.7,82,0.10,3.55,238
2022-10-13T17:00,27.1,84,0.10,2.77,229
2022-10-13T18:00,26.3,88,0.00,2.70,231
2022-10-13T19:00,25.1,92,1.30,4.42,232
2022-10-13T20:00,24.4,92,4.70,1.75,257
2022-10-13T21:00,24.9,91,0.00,2.64,233
2022-10-13T22:00,24.9,92,0.00,2.55,228
2022-10-13T23:00,24.8,93,0.00,2.42,218
2022-10-14T00:00,25.0,93,0.00,3.04,226
2022-10-14T01:00,25.4,92,0.00,3.00,233
2022-10-14T02:00,25.1,93,0.00,2.01,243
2022-10-14T03:00,25.0,94,0.00,2.33,260
2022-10-14T04:00,25.0,95,0.00,2.06,256
2022-10-14T05:00,24.9,95,0.00,2.06,247
2022-10-14T06:00,25.3,92,0.00,2.50,233
2022-10-14T07:00,26.0,88,0.00,3.74,236
2022-10-14T08:00,28.0,82,0.00,2.62,223
2022-10-14T09:00,29.0,77,0.20,3.19,238
2022-10-14T10:00,29.4,77,0.20,4.02,243
2022-10-14T11:00,29.8,77,0.00,3.31,245
2022-10-14T12:00,30.0,72,0.30,4.65,245
2022-10-14T13:00,29.0,81,1.80,6.13,236
2022-10-14T14:00,28.6,79,0.20,3.09,245
2022-10-14T15:00,27.9,81,0.00,4.67,227
2022-10-14T16:00,27.2,85,0.00,3.11,222
2022-10-14T17:00,26.9,87,0.00,2.97,222
2022-10-14T18:00,26.4,88,0.00,2.64,209
2022-10-14T19:00,26.2,88,0.00,3.12,230
2022-10-14T20:00,26.5,86,0.00,2.69,239
2022-10-14T21:00,26.7,83,0.00,2.56,239
2022-10-14T22:00,26.5,84,0.00,3.19,238
2022-10-14T23:00,26.2,85,0.00,2.47,238
2022-10-15T00:00,25.6,90,0.00,1.84,241
2022-10-15T01:00,25.5,92,0.00,2.47,249
2022-10-15T02:00,25.6,91,0.00,3.74,254
2022-10-15T03:00,25.5,92,0.10,3.76,253
2022-10-15T04:00,25.4,91,0.00,2.82,247
2022-10-15T05:00,25.2,91,0.00,3.80,235
2022-10-15T06:00,25.1,91,0.00,3.47,226
2022-10-15T07:00,26.6,86,0.00,3.82,225
2022-10-15T08:00,27.6,81,0.00,4.97,240
2022-10-15T09:00,28.4,77,0.20,5.91,236
2022-10-15T10:00,28.8,79,0.20,5.70,232
2022-10-15T11:00,27.4,80,2.20,6.99,246
2022-10-15T12:00,28.0,79,0.30,5.74,247
2022-10-15T13:00,28.6,81,0.10,5.68,244
2022-10-15T14:00,28.8,79,0.10,6.13,246
2022-10-15T15:00,28.5,76,0.10,5.99,244
2022-10-15T16:00,28.0,77,0.00,5.87,247
2022-10-15T17:00,26.1,84,0.00,6.11,249
2022-10-15T18:00,25.4,88,0.20,4.39,246
2022-10-15T19:00,25.3,90,0.10,3.58,234
2022-10-15T20:00,25.4,90,0.00,3.94,243
2022-10-15T21:00,25.5,90,0.00,4.02,243
2022-10-15T22:00,25.4,92,0.00,4.13,238
2022-10-15T23:00,25.0,90,0.00,4.53,227
2022-10-16T00:00,25.0,91,0.00,4.30,234
2022-10-16T01:00,25.0,91,0.00,3.80,235
2022-10-16T02:00,25.1,92,0.00,3.66,235
2022-10-16T03:00,25.0,93,0.10,3.89,244
2022-10-16T04:00,25.2,91,0.10,3.83,250
2022-10-16T05:00,25.2,91,0.00,3.28,239
2022-10-16T06:00,25.2,92,0.00,2.86,234
2022-10-16T07:00,26.7,87,0.00,4.39,240
2022-10-16T08:00,27.2,83,0.00,4.70,232
2022-10-16T09:00,27.2,83,0.10,5.58,234
2022-10-16T10:00,27.8,82,0.10,6.26,231
2022-10-16T11:00,28.0,79,0.60,6.56,232
2022-10-16T12:00,27.1,84,2.30,6.99,236
2022-10-16T13:00,26.9,84,1.50,6.72,233
2022-10-16T14:00,26.8,86,0.20,6.30,223
2022-10-16T15:00,26.9,85,0.10,5.39,230
2022-10-16T16:00,26.0,87,0.30,5.67,229
2022-10-16T17:00,25.6,89,0.10,4.11,229
2022-10-16T18:00,25.4,92,0.10,4.28,233
2022-10-16T19:00,25.2,91,0.00,3.36,233
2022-10-16T20:00,25.2,92,0.00,2.42,218
2022-10-16T21:00,25.5,92,0.00,2.83,225
2022-10-16T22:00,25.4,92,0.00,2.72,216
2022-10-16T23:00,25.4,93,0.10,2.41,228
2022-10-17T00:00,24.9,94,0.30,3.32,224
2022-10-17T01:00,24.9,94,0.50,2.77,229
2022-10-17T02:00,24.9,96,0.20,2.48,227
2022-10-17T03:00,25.0,95,0.00,2.33,239
2022-10-17T04:00,24.9,96,0.00,2.64,241
2022-10-17T05:00,25.0,94,0.00,2.62,220
2022-10-17T06:00,25.0,94,0.00,2.66,214
2022-10-17T07:00,26.0,88,0.10,4.53,225
2022-10-17T08:00,25.2,90,0.40,4.60,236
2022-10-17T09:00,26.8,86,0.40,4.85,238
2022-10-17T10:00,27.4,84,0.10,4.96,228
2022-10-17T11:00,28.3,82,0.20,5.23,223
2022-10-17T12:00,28.5,80,0.20,5.36,233
2022-10-17T13:00,26.6,87,5.10,5.10,222
2022-10-17T14:00,26.2,86,1.40,4.88,224
2022-10-17T15:00,26.5,87,0.20,5.03,221
2022-10-17T16:00,25.6,87,1.60,5.12,231
2022-10-17T17:00,25.4,90,0.60,4.05,230
2022-10-17T18:00,25.1,92,0.00,3.82,227
2022-10-17T19:00,25.0,91,0.20,3.64,233
2022-10-17T20:00,24.8,94,0.60,3.38,214
2022-10-17T21:00,24.7,95,0.20,3.28,211
2022-10-17T22:00,25.0,94,0.40,2.55,206
2022-10-17T23:00,25.0,93,0.20,2.64,209
2022-10-18T00:00,25.0,93,0.10,2.42,218
2022-10-18T01:00,24.9,94,0.50,3.00,217
2022-10-18T02:00,25.0,93,0.80,2.78,218
2022-10-18T03:00,24.8,94,0.40,2.62,220
2022-10-18T04:00,24.8,95,0.60,1.78,218
2022-10-18T05:00,24.8,96,0.90,1.70,208
2022-10-18T06:00,24.9,96,1.40,2.60,203
2022-10-18T07:00,25.3,94,0.80,2.56,211
2022-10-18T08:00,26.9,86,1.40,3.58,207
2022-10-18T09:00,27.8,83,0.30,4.36,212
2022-10-18T10:00,27.9,84,0.20,4.63,213
2022-10-18T11:00,27.8,80,0.80,4.66,211
2022-10-18T12:00,27.1,87,4.60,4.46,222
2022-10-18T13:00,28.0,83,0.40,4.25,221
2022-10-18T14:00,28.4,83,0.40,4.12,219
2022-10-18T15:00,27.2,83,4.00,3.85,242
2022-10-18T16:00,27.1,84,0.10,3.75,226
2022-10-18T17:00,26.4,86,0.30,3.18,208
2022-10-18T18:00,26.0,88,0.10,1.92,208
2022-10-18T19:00,25.1,93,0.30,2.11,175
2022-10-18T20:00,25.5,92,0.00,1.87,196
2022-10-18T21:00,25.9,91,0.00,1.92,231
2022-10-18T22:00,25.6,92,0.00,1.84,229
2022-10-18T23:00,25.4,93,0.00,2.14,217
2022-10-19T00:00,25.0,93,0.50,1.34,243
2022-10-19T01:00,24.5,96,0.10,1.96,195
2022-10-19T02:00,24.2,96,0.20,1.77,196
2022-10-19T03:00,24.4,96,0.10,1.34,207
2022-10-19T04:00,24.4,96,0.00,1.72,216
2022-10-19T05:00,24.0,97,0.00,1.46,196
2022-10-19T06:00,24.7,96,0.00,2.50,233
2022-10-19T07:00,26.0,89,0.00,2.89,194
2022-10-19T08:00,27.0,84,0.10,2.25,212
2022-10-19T09:00,28.0,81,0.30,2.57,193
2022-10-19T10:00,28.5,80,0.10,3.04,197
2022-10-19T11:00,29.2,79,0.20,3.20,200
2022-10-19T12:00,29.4,79,0.10,3.02,214
2022-10-19T13:00,29.6,76,0.10,3.00,217
2022-10-19T14:00,29.3,77,0.30,3.11,213
2022-10-19T15:00,28.4,77,0.60,3.11,228
2022-10-19T16:00,27.8,83,0.70,2.98,194
2022-10-19T17:00,26.8,86,0.20,2.52,187
2022-10-19T18:00,25.9,90,0.00,2.00,217
2022-10-19T19:00,25.5,92,0.10,1.70,225
2022-10-19T20:00,25.3,95,0.40,1.53,259
2022-10-19T21:00,25.6,94,0.10,0.71,188
2022-10-19T22:00,25.2,97,0.10,0.90,180
2022-10-19T23:00,25.2,96,0.20,0.60,180
2022-10-20T00:00,25.2,97,0.20,1.04,197
2022-10-20T01:00,25.0,98,0.00,1.06,229
2022-10-20T02:00,24.5,96,0.60,2.22,234
2022-10-20T03:00,24.5,96,0.00,1.17,211
2022-10-20T04:00,24.5,97,0.10,1.12,190
2022-10-20T05:00,24.4,97,0.10,0.86,216
2022-10-20T06:00,24.5,97,0.10,1.48,208
2022-10-20T07:00,25.6,93,0.00,1.51,172
2022-10-20T08:00,26.0,90,0.20,1.89,212
2022-10-20T09:00,26.6,87,0.30,2.50,196
2022-10-20T10:00,26.6,87,0.50,2.69,202
2022-10-20T11:00,27.3,84,0.60,2.51,203
2022-10-20T12:00,28.2,80,0.40,2.82,203
2022-10-20T13:00,28.5,78,0.40,3.18,204
2022-10-20T14:00,27.9,80,2.10,3.18,204
2022-10-20T15:00,27.4,83,0.60,1.42,231
2022-10-20T16:00,27.2,84,0.20,1.36,253
2022-10-20T17:00,26.6,88,0.10,0.72,236
2022-10-20T18:00,26.3,89,0.10,0.71,225
2022-10-20T19:00,26.0,91,0.10,0.51,191
2022-10-20T20:00,25.8,95,0.10,0.98,114
2022-10-20T21:00,25.5,96,0.00,1.10,95
2022-10-20T22:00,25.9,93,0.00,0.92,103
2022-10-20T23:00,25.2,97,0.00,0.91,354
2022-10-21T00:00,25.1,98,0.00,1.04,343
2022-10-21T01:00,24.9,99,0.00,1.02,349
2022-10-21T02:00,24.8,93,2.60,1.77,47
2022-10-21T03:00,24.1,95,1.50,2.40,73
2022-10-21T04:00,24.0,94,0.30,1.12,63
2022-10-21T05:00,23.8,94,0.10,0.81,330
2022-10-21T06:00,24.1,95,0.00,1.60,356
2022-10-21T07:00,25.5,94,0.00,2.32,353
2022-10-21T08:00,27.0,88,0.00,1.92,9
2022-10-21T09:00,28.2,84,0.20,1.99,18
2022-10-21T10:00,29.0,80,0.20,2.24,27
2022-10-21T11:00,29.4,80,0.10,2.95,24
2022-10-21T12:00,29.5,76,0.10,3.16,35
2022-10-21T13:00,29.6,76,0.00,2.90,46
2022-10-21T14:00,30.0,70,0.90,2.28,52
2022-10-21T15:00,29.4,74,1.00,1.66,65
2022-10-21T16:00,28.8,75,1.20,2.28,38
2022-10-21T17:00,27.6,83,0.50,1.77,43
2022-10-21T18:00,26.4,89,0.80,1.20,48
2022-10-21T19:00,26.0,92,0.10,2.20,30
2022-10-21T20:00,25.7,91,0.10,1.71,353
2022-10-21T21:00,26.0,89,0.00,2.02,351
2022-10-21T22:00,25.8,88,0.00,2.21,5
2022-10-21T23:00,25.6,89,0.00,2.20,357
2022-10-22T00:00,25.5,91,0.00,2.81,4
2022-10-22T01:00,25.6,93,0.00,3.23,16
2022-10-22T02:00,25.4,94,0.00,3.28,12
2022-10-22T03:00,25.5,93,0.00,3.28,12
2022-10-22T04:00,25.4,94,0.00,3.71,5
2022-10-22T05:00,25.1,95,0.00,3.41,3
2022-10-22T06:00,25.0,94,0.00,3.81,5
2022-10-22T07:00,26.1,90,0.00,4.18,11
2022-10-22T08:00,27.4,88,0.00,3.47,12
2022-10-22T09:00,28.8,83,0.00,3.64,21
2022-10-22T10:00,29.5,79,0.10,4.18,21
2022-10-22T11:00,29.7,77,0.10,4.56,26
2022-10-22T12:00,30.0,74,0.10,4.34,26
2022-10-22T13:00,30.1,71,0.10,4.16,35
2022-10-22T14:00,30.1,69,0.00,4.61,41
2022-10-22T15:00,29.4,75,0.00,4.52,28
2022-10-22T16:00,28.9,77,1.30,3.45,30
2022-10-22T17:00,27.9,79,0.40,3.13,17
2022-10-22T18:00,26.6,88,0.00,2.73,8
2022-10-22T19:00,26.0,90,0.00,2.40,360
2022-10-22T20:00,26.1,89,0.00,1.70,3
2022-10-22T21:00,26.4,90,0.00,1.65,14
2022-10-22T22:00,26.1,92,0.00,1.91,6
2022-10-22T23:00,25.4,91,4.00,3.22,36
2022-10-23T00:00,24.7,93,4.70,2.62,40
2022-10-23T01:00,24.6,95,0.10,3.04,17
2022-10-23T02:00,24.5,96,0.10,4.04,9
2022-10-23T03:00,24.6,94,0.10,3.49,24
2022-10-23T04:00,24.5,95,0.10,3.70,2
2022-10-23T05:00,24.1,96,0.00,3.67,11
2022-10-23T06:00,24.3,95,0.00,3.35,350
2022-10-23T07:00,25.2,92,0.00,4.28,11
2022-10-23T08:00,27.1,85,0.00,4.70,24
2022-10-23T09:00,28.0,85,0.10,4.02,27
2022-10-23T10:00,28.7,82,0.10,3.94,27
2022-10-23T11:00,28.5,82,0.10,4.39,24
2022-10-23T12:00,29.0,80,0.10,4.43,25
2022-10-23T13:00,29.1,81,0.10,3.83,33
2022-10-23T14:00,27.9,81,4.70,3.92,38
2022-10-23T15:00,27.8,85,0.50,3.23,22
2022-10-23T16:00,27.8,83,0.50,2.75,10
2022-10-23T17:00,25.9,89,0.70,3.72,31
2022-10-23T18:00,25.0,95,0.00,0.82,346
2022-10-23T19:00,24.9,96,0.00,0.63,108
2022-10-23T20:00,26.0,90,0.10,1.55,15
2022-10-23T21:00,26.2,89,0.00,2.06,39
2022-10-23T22:00,25.5,91,1.30,1.68,73
2022-10-23T23:00,25.2,93,0.60,2.59,28
2022-10-24T00:00,24.8,94,1.00,2.64,37
2022-10-24T01:00,24.6,94,0.10,1.35,42
2022-10-24T02:00,24.5,95,0.10,2.66,34
2022-10-24T03:00,24.5,95,0.00,2.75,19
2022-10-24T04:00,24.5,95,0.00,3.14,9
2022-10-24T05:00,24.5,95,0.00,3.20,360
2022-10-24T06:00,24.3,95,0.00,3.60,358
2022-10-24T07:00,25.2,90,0.00,4.16,10
2022-10-24T08:00,26.6,86,0.00,3.47,12
2022-10-24T09:00,27.9,80,0.00,4.79,26
2022-10-24T10:00,28.8,79,0.00,4.58,32
2022-10-24T11:00,28.9,79,2.50,5.50,37
2022-10-24T12:00,28.1,83,3.80,4.84,30
2022-10-24T13:00,27.8,85,0.10,5.47,31
2022-10-24T14:00,27.3,85,0.20,5.49,33
2022-10-24T15:00,27.8,83,0.00,5.15,29
2022-10-24T16:00,27.4,84,0.00,4.24,34
2022-10-24T17:00,26.8,87,0.00,3.55,22
2022-10-24T18:00,26.1,89,0.00,2.86,25
2022-10-24T19:00,26.1,89,0.00,2.55,11
2022-10-24T20:00,26.0,90,0.30,2.47,14
2022-10-24T21:00,26.0,90,0.00,2.77,26
2022-10-24T22:00,25.9,91,0.00,2.38,22
2022-10-24T23:00,25.5,92,0.00,2.33,31
2022-10-25T00:00,25.2,91,0.00,3.10,21
2022-10-25T01:00,25.0,91,0.00,2.91,16
2022-10-25T02:00,24.6,92,0.00,2.90,358
2022-10-25T03:00,24.5,92,0.00,1.51,8
2022-10-25T04:00,24.3,93,0.00,1.50,356
2022-10-25T05:00,24.1,94,0.00,1.34,27
2022-10-25T06:00,24.3,94,0.00,1.32,351
2022-10-25T07:00,26.0,89,0.00,1.75,31
2022-10-25T08:00,27.6,80,0.20,2.88,34
2022-10-25T09:00,28.6,76,0.20,3.04,44
2022-10-25T10:00,28.8,73,0.20,4.04,42
2022-10-25T11:00,28.3,79,2.10,3.67,29
2022-10-25T12:00,28.8,80,0.10,3.86,31
2022-10-25T13:00,28.2,77,2.50,3.69,33
2022-10-25T14:00,28.4,81,0.00,2.46,27
2022-10-25T15:00,28.8,78,0.30,2.73,24
2022-10-25T16:00,28.0,80,0.30,2.24,27
2022-10-25T17:00,27.3,85,0.00,2.09,17
2022-10-25T18:00,25.9,91,0.10,2.91,333
2022-10-25T19:00,25.2,92,0.20,1.58,18
2022-10-25T20:00,25.5,92,0.20,2.10,3
2022-10-25T21:00,26.2,88,0.00,1.56,45
2022-10-25T22:00,25.9,91,0.00,1.72,36
2022-10-25T23:00,25.9,91,0.10,2.33,31
2022-10-26T00:00,25.4,92,0.20,4.37,16
2022-10-26T01:00,24.7,93,0.20,4.13,353
2022-10-26T02:00,23.8,96,0.90,3.70,360
2022-10-26T03:00,23.9,95,0.10,2.90,360
2022-10-26T04:00,24.0,95,0.20,3.21,5
2022-10-26T05:00,23.7,95,0.20,3.21,5
2022-10-26T06:00,24.0,94,0.00,3.03,8
2022-10-26T07:00,25.2,91,0.00,3.95,9
2022-10-26T08:00,26.1,89,0.00,3.52,15
2022-10-26T09:00,26.8,87,0.10,4.59,16
2022-10-26T10:00,27.6,84,0.20,4.61,24
2022-10-26T11:00,27.8,84,0.10,4.02,27
2022-10-26T12:00,27.0,85,2.00,5.02,23
2022-10-26T13:00,27.5,84,0.30,4.18,21
2022-10-26T14:00,27.9,84,0.10,3.26,11
2022-10-26T15:00,26.2,90,8.00,3.61,14
2022-10-26T16:00,25.9,90,0.30,3.29,20
2022-10-26T17:00,25.5,91,0.10,3.01,6
2022-10-26T18:00,25.0,93,0.10,3.80,360
2022-10-26T19:00,24.7,93,0.10,3.51,355
2022-10-26T20:00,24.7,92,0.10,3.10,345
2022-10-26T21:00,24.5,93,0.10,2.90,360
2022-10-26T22:00,24.1,95,0.20,3.14,351
2022-10-26T23:00,24.0,94,0.70,3.60,360
2022-10-27T00:00,23.9,94,0.30,3.62,354
2022-10-27T01:00,23.9,94,0.00,3.61,5
2022-10-27T02:00,23.8,95,0.00,3.00,2
2022-10-27T03:00,24.1,94,0.00,3.01,6
2022-10-27T04:00,24.1,94,0.00,3.23,16
2022-10-27T05:00,24.0,95,0.10,4.33,19
2022-10-27T06:00,24.0,95,0.10,3.16,18
2022-10-27T07:00,25.1,90,0.00,3.32,7
2022-10-27T08:00,26.1,89,0.10,3.10,358
2022-10-27T09:00,26.5,89,0.20,2.43,351
2022-10-27T10:00,26.8,87,0.30,3.64,21
2022-10-27T11:00,26.9,85,0.20,4.14,37
2022-10-27T12:00,27.6,83,0.10,4.17,30
2022-10-27T13:00,28.4,82,0.10,3.41,5
2022-10-27T14:00,27.2,85,2.60,3.61,19
2022-10-27T15:00,27.9,83,0.00,4.80,2
2022-10-27T16:00,27.3,82,1.50,3.37,12
2022-10-27T17:00,26.4,87,0.10,4.09,22
2022-10-27T18:00,24.9,90,0.20,3.01,21
2022-10-27T19:00,24.2,94,2.80,1.28,51
2022-10-27T20:00,25.4,91,1.50,4.30,359
2022-10-27T21:00,25.5,88,0.00,4.10,357
2022-10-27T22:00,25.0,91,0.30,2.91,16
2022-10-27T23:00,24.5,94,5.60,2.80,2
2022-10-28T00:00,24.1,96,11.20,0.78,310
2022-10-28T01:00,24.0,97,4.20,0.76,67
2022-10-28T02:00,24.1,96,0.20,1.20,42
2022-10-28T03:00,24.0,97,6.30,0.86,216
2022-10-28T04:00,24.1,97,2.10,0.50,37
2022-10-28T05:00,24.0,98,0.30,0.57,225
2022-10-28T06:00,23.9,98,0.50,1.28,141
2022-10-28T07:00,24.5,97,0.40,2.00,180
2022-10-28T08:00,25.9,91,0.70,2.40,178
2022-10-28T09:00,26.1,91,1.20,4.34,244
2022-10-28T10:00,26.0,91,2.70,1.26,252
2022-10-28T11:00,26.0,92,4.40,4.81,253
2022-10-28T12:00,25.7,93,6.10,4.59,259
2022-10-28T13:00,25.6,94,14.00,4.52,245
2022-10-28T14:00,25.8,92,0.60,4.23,263
2022-10-28T15:00,25.8,91,0.10,5.33,247
2022-10-28T16:00,25.2,91,0.70,5.65,257
2022-10-28T17:00,25.2,93,7.60,5.14,263
2022-10-28T18:00,25.0,91,0.40,4.50,269
2022-10-28T19:00,24.8,93,0.20,3.62,264
2022-10-28T20:00,25.1,92,0.30,3.52,255
2022-10-28T21:00,24.6,92,2.20,3.98,242
2022-10-28T22:00,25.2,93,3.10,5.92,254
2022-10-28T23:00,25.2,92,1.60,7.53,259
2022-10-29T00:00,25.1,92,2.30,8.71,248
2022-10-29T01:00,24.8,92,1.10,9.39,243
2022-10-29T02:00,24.8,91,1.60,9.55,239
2022-10-29T03:00,24.9,92,5.60,9.62,242
2022-10-29T04:00,25.0,90,5.00,10.33,244
2022-10-29T05:00,25.2,90,4.50,9.58,241
2022-10-29T06:00,24.9,91,5.80,9.32,240
2022-10-29T07:00,24.9,91,4.20,9.90,235
2022-10-29T08:00,25.0,92,1.60,9.84,232
2022-10-29T09:00,24.4,92,2.50,10.37,230
2022-10-29T10:00,25.4,92,1.10,9.98,232
2022-10-29T11:00,26.1,90,0.90,9.13,227
2022-10-29T12:00,25.9,86,2.60,10.04,227
2022-10-29T13:00,26.2,89,1.10,8.49,223
2022-10-29T14:00,26.5,85,0.40,10.14,229
2022-10-29T15:00,26.8,86,0.60,8.84,232
2022-10-29T16:00,24.9,92,1.00,7.99,226
2022-10-29T17:00,24.0,95,3.00,8.21,223
2022-10-29T18:00,24.3,93,1.50,9.07,212
2022-10-29T19:00,24.6,92,2.80,7.04,219
2022-10-29T20:00,25.2,91,0.80,8.66,211
2022-10-29T21:00,25.9,90,0.10,7.94,197
2022-10-29T22:00,25.5,91,0.50,6.77,196
2022-10-29T23:00,23.9,93,2.90,7.16,213
2022-10-30T00:00,25.5,88,0.10,7.70,210
2022-10-30T01:00,24.8,92,0.50,7.78,208
2022-10-30T02:00,24.8,92,0.50,7.63,202
2022-10-30T03:00,24.4,91,1.70,7.38,208
2022-10-30T04:00,24.8,92,6.90,8.27,215
2022-10-30T05:00,25.2,93,0.10,7.74,205
2022-10-30T06:00,25.1,90,0.50,8.27,207
2022-10-30T07:00,25.0,91,0.40,7.94,197
2022-10-30T08:00,26.0,89,0.00,6.46,196
2022-10-30T09:00,26.6,86,0.60,7.43,197
2022-10-30T10:00,27.5,83,0.20,7.49,199
2022-10-30T11:00,28.2,79,0.40,8.44,199
2022-10-30T12:00,28.4,75,0.20,9.25,202
2022-10-30T13:00,28.7,76,0.10,8.48,197
2022-10-30T14:00,29.1,74,0.40,8.49,201
2022-10-30T15:00,26.3,86,1.30,8.32,215
2022-10-30T16:00,27.1,86,0.10,6.84,205
2022-10-30T17:00,27.0,86,0.00,5.99,206
2022-10-30T18:00,24.8,91,1.70,7.18,215
2022-10-30T19:00,25.7,90,0.60,4.38,207
2022-10-30T20:00,26.4,82,0.10,4.79,191
2022-10-30T21:00,26.6,82,0.00,3.71,207
2022-10-30T22:00,25.0,92,1.70,4.64,233
2022-10-30T23:00,25.0,91,0.40,2.47,212
2022-10-31T00:00,25.1,93,0.30,4.55,199
2022-10-31T01:00,25.0,94,0.40,5.10,206
2022-10-31T02:00,25.4,93,0.00,5.55,194
2022-10-31T03:00,25.1,93,0.30,4.37,196
2022-10-31T04:00,25.2,92,0.40,4.74,198
2022-10-31T05:00,25.5,92,0.00,4.83,207
2022-10-31T06:00,25.7,92,0.00,4.52,198
2022-10-31T07:00,26.9,88,0.00,4.52,205
2022-10-31T08:00,27.1,86,0.00,5.73,196
2022-10-31T09:00,28.3,81,0.20,5.98,198
2022-10-31T10:00,28.9,77,0.10,6.55,199
2022-10-31T11:00,29.0,77,0.30,6.82,202
2022-10-31T12:00,29.2,77,0.30,6.26,207
2022-10-31T13:00,29.5,76,0.10,6.31,209
2022-10-31T14:00,29.3,76,0.00,5.83,211
2022-10-31T15:00,29.0,78,0.00,5.38,215
2022-10-31T16:00,28.4,80,0.00,4.72,216
2022-10-31T17:00,27.8,82,0.00,3.48,219
2022-10-31T18:00,27.1,83,0.00,2.76,224
2022-10-31T19:00,26.8,84,0.00,2.66,236
2022-10-31T20:00,27.1,83,0.00,3.00,244
2022-10-31T21:00,26.6,86,0.00,2.88,250
2022-10-31T22:00,26.0,90,0.00,2.63,261
2022-10-31T23:00,25.5,95,0.00,2.16,257
2022-11-01T00:00,25.4,96,0.00,2.84,260
2022-11-01T01:00,25.2,96,0.00,1.68,253
2022-11-01T02:00,24.5,97,0.00,1.43,245
2022-11-01T03:00,24.8,97,0.00,2.02,250
2022-11-01T04:00,25.0,96,0.00,1.77,227
2022-11-01T05:00,25.1,95,0.00,2.16,214
2022-11-01T06:00,25.4,94,0.00,2.01,207
2022-11-01T07:00,27.3,86,0.10,3.68,202
2022-11-01T08:00,28.4,82,0.00,4.40,219
2022-11-01T09:00,28.9,80,0.10,4.98,218
2022-11-01T10:00,29.6,73,1.20,4.63,213
2022-11-01T11:00,29.8,75,0.10,5.05,214
2022-11-01T12:00,30.0,75,0.10,5.27,213
2022-11-01T13:00,27.5,82,3.50,6.38,229
2022-11-01T14:00,26.5,87,2.00,6.65,226
2022-11-01T15:00,26.9,83,0.20,5.80,224
2022-11-01T16:00,26.1,86,2.30,5.39,230
2022-11-01T17:00,25.6,90,1.10,4.38,225
2022-11-01T18:00,24.9,90,1.00,4.61,229
2022-11-01T19:00,24.6,92,0.80,3.30,215
2022-11-01T20:00,24.8,92,0.10,3.52,215
2022-11-01T21:00,25.2,91,0.10,1.92,208
2022-11-01T22:00,24.9,94,0.00,1.39,240
2022-11-01T23:00,24.6,94,1.00,2.36,216
2022-11-02T00:00,24.1,96,2.40,1.98,221
2022-11-02T01:00,24.1,96,0.00,1.80,214
2022-11-02T02:00,24.3,96,0.00,2.19,204
2022-11-02T03:00,24.3,96,0.00,1.58,215
2022-11-02T04:00,24.1,96,0.00,1.58,235
2022-11-02T05:00,24.1,97,0.00,1.20,228
2022-11-02T06:00,24.2,97,0.00,0.64,129
2022-11-02T07:00,25.9,92,0.00,1.49,132
2022-11-02T08:00,27.2,84,0.00,1.94,192
2022-11-02T09:00,27.5,82,0.10,1.61,187
2022-11-02T10:00,27.5,81,0.00,1.36,144
2022-11-02T11:00,27.6,80,0.10,1.42,141
2022-11-02T12:00,28.5,76,0.10,0.72,146
2022-11-02T13:00,29.2,74,0.20,0.82,76
2022-11-02T14:00,29.1,75,0.20,0.98,156
2022-11-02T15:00,28.0,82,0.30,1.41,225
2022-11-02T16:00,26.7,84,3.60,0.30,360
2022-11-02T17:00,25.2,89,1.60,2.65,11
2022-11-02T18:00,25.0,89,1.00,0.80,360
2022-11-02T19:00,24.5,94,0.10,0.82,14
2022-11-02T20:00,24.5,94,0.10,1.43,258
2022-11-02T21:00,24.4,96,0.00,1.04,253
2022-11-02T22:00,24.5,97,0.00,0.90,270
2022-11-02T23:00,24.1,98,0.00,0.50,53
2022-11-03T00:00,23.6,98,0.00,1.17,31
2022-11-03T01:00,23.6,97,0.00,1.21,24
2022-11-03T02:00,23.6,97,0.00,1.50,37
2022-11-03T03:00,23.8,97,0.00,1.35,48
2022-11-03T04:00,23.8,98,0.00,1.36,17
2022-11-03T05:00,23.9,98,0.00,1.26,342
2022-11-03T06:00,24.1,96,0.10,1.75,13
2022-11-03T07:00,25.6,93,0.00,2.12,19
2022-11-03T08:00,27.3,86,0.00,3.20,20
2022-11-03T09:00,28.0,83,0.20,3.90,23
2022-11-03T10:00,28.5,81,0.20,4.16,24
